Count,Name,Department,Classification,PB13 Entry,PB Reform,Regulatory Function,Description / Terms of Reference,Notes,Address,Phone,email,Website,Chair,Chair's Remuneration (p.a. unless otherwise stated),Chief Executive / Secretary,Chief Executive / Secretary Remuneration,Public Meetings,Public Minutes,Register of Interests,Ombudsman,Last Annual Report,Last Review,Government Funding,Total Gross Expenditure,Staff employed,Audit Arrangements,OCPA Regulated,Chair Ministerial or non-ministerial Appt,Chair Paid or unpaid,Chair Male?,Chair Female?,Chair Gender Unknown/ undeclared?,Board Members Ministerial or non-ministerial Appt,Board Members Paid or unpaid,Male Board Members,Female Board Members,Gender Unknown/ undeclared Board Members,No. Bodies
1,Youth Justice Board for England and Wales,Ministry of Justice,Executive NDPB,FULL,Retain,No,"The Youth Justice Board oversees the youth justice system in England and Wales, working to prevent offending and reoffending by children and young people under the age of 18 and ensuring that custody for them is safe, secure, and addresses the causes of their offending behaviour.",Established 1998 under the Crime and Disorder Act 1998.  Lin Hinnigan became Chief Executive from 01/04/2013.,"102 Petty France, London, SW1H 9AJ",0203 372 8000,enquiries@yjb.gov.uk,http://www.justice.gov.uk/about/yjb,Lord McNally,£400 per day 2 days a week,Lin Hinnigan,£125000-£130000,Yes,Yes,Yes,PHSO,2013-14,2013,"£228,712,000","£329,096,000",229,NAO,Yes,Ministerial,Paid,1,0,0,10 Ministerial,Paid,6,4,0,1
1,"National Archives, The","National Archives, The",Non Ministerial Department,FULL,Retain,Yes,"As the government's national archive for England, Wales and the United Kingdom, we hold over 1,000 years of the nation's records for everyone to discover and use.",CE renumeration is for 2013-14 full year equivalent,"Kew, Richmond, Surrey, TW9 4DU",020 8876 3444,enquiry@nationalarchives.gsi.gov.uk,http://www.nationalarchives.gov.uk/,-,-,Clem Brohier (Acting Chief Executive),"£110,000-£115,000",Yes,Yes,Yes,PHSO,2013-14,-,"£35,881,000","£46,873,000",594,NAO,No,0,0,0,0,0,Non-Ministerial,Paid,2,2,0,1
1,National Crime Agency,National Crime Agency,Non Ministerial Department,FULL,-,No,The mission of the National Crime Agency (NCA) is to lead the UK's fight to cut serious and organised crime.,The NCA became operational on 07 October 2013. ,"1-7 Old Queen Street, London, SW1H 9HP",0370 496 7622,communication@nca.x.gsi.gov.uk,http://www.nationalcrimeagency.gov.uk,-,-,Keith Bristow,"221,337",No,Yes,Yes,"IPCC (Independent Police Complaints Commission (for England & Wales)), PIRC (Police Investigations & Review Commissioner (for Scotland)) and PONI (Police Ombudsman for Northern Ireland)",-,-,"£670,121,000","£530,302,000","4,547",NAO,No,0,0,0,0,0,0,0,0,0,0,1
1,National Savings and Investments (NS&I),National Savings and Investments,NMD                                                ,FULL,-,No,"As part of the Governments debt management arrangements, NS&I is responsible for providing cost-effective financing by issuing and selling savings and investment products to the public. Its mission is to help reduce the cost to the taxpayer of Government borrowing now and in the future. To achieve this, its single strategic objective is to provide retail funding for Government that is cost-effective in relation to funds raised on the wholesale market.","The origins of NS&I can be traced back over 150 years to 1861. Sir John de Trafford Bt. MBE has been Chairman since January 2012. CE's remuneration combination of  salary of £190,000-£195,000, performance-related pay of £15,000-£20,000, employer's pension contibutions of £45,000-£50,000. ","1 Drummond Gate, London SW1V 2QX",020 7932 6600,-,http://www.nsandi.com/,Sir John de Trafford Bt. MBE,"£20,000-£25,000",Jane Platt,"£250,000-£265,000                    ",No,No,Yes,Financial Ombudsman Service,2013-14,2005,"£148,854,000","£200,142,000",164,164,Yes,Ministerial,Paid,1,0,0,5 Ministerial; 8 non-Ministerial,11 Paid plus 2 paid by HM Treasury,10,3,0,1
1,Boundary Commission for Northern Ireland,Northern Ireland Office,Advisory NDPB,FULL,-,No,"The Commission's role is to keep under continuous review the number, names and boundaries of the parliamentary constituencies into which Northern Ireland is divided and to make recommendations about these to the Secretary of State for Northern Ireland.",Established 1986.  The Chairman of the Commission is the Speaker of the House of Commons; however in practice Commission meetings are chaired by the Deputy Chairman.  The current Deputy Chairman was appointed in September 2012. Last review is ongoing.,"Purdy's Lane, Belfast, BT8 7AR",020 7210 6545,electionsunit@nio.x.gsi.gov.uk,http://www.boundarycommission.org.uk/,The Hon Mr Justice McCloskey,£0,Karen McNeill,Civil Servant,No,No,Yes,PHSO,2012-13,-,"£120,000","£120,000",0,Part of NIO accounts,Yes,Non Ministerial,1 Unpaid,0,0,1,Ministerial,1 Paid,1,0,0,1
1,Northern Ireland Human Rights Commission,Northern Ireland Office,Executive NDPB,FULL,-,Yes,To promote and protect the human rights of everyone in Northern Ireland,Established 1999.,"Temple Court, 39 North Street, Belfast, BT1 1NA",028 9024 3987,information@nihrc.org,http://www.nihrc.org/,Mr John Corey (Interim),£400 per day,Virginia McVea,"£64,000",No,Yes,Yes,PHSO,2012-13,2007-8,"£1,472,000","£1,446,000",15,NAO,Yes,Ministerial,1 Paid,1,0,0,Ministerial,6 Paid,3,3,0,1
1,Parades Commission for Northern Ireland,Northern Ireland Office,Executive NDPB,FULL,-,Yes,"Under the Public Processions (NI) Act 1998 the duties and functions of the Commission are: to promote greater understanding by the general public of issues concerning public processions; to promote and facilitate mediation as a means of resolving disputes concerning public processions; to keep itself informed as to the conduct of public processions and protest meetings; and to keep under review, and make such recommendations as it thinks fit to the Secretary of State concerning the operation of the Act.","Established 1998. Supported by a secretariat, seconded from the Civil Service. Secondments are managed by the Northern Ireland Office. ","Windsor House, 9-15 Bedford Street, Belfast, BT2 7EL",028 9089 5900,Info@paradescommission.org,http://www.paradescommission.org/,Mrs Anne Henderson,"£50,000",Mr Anthony Carleton,Civil Servant,No,No,Yes,PHSO,2012-13,2003,"£914,000","£914,000",10,NAO,Yes,Ministerial,1 Paid,0,1,0,Ministerial,4 Paid,2,2,0,1
1,"Office for Standards in Education, Childrens Services and Skills (OFSTED)","Office for Standards in Education, Childrens Services and Skills (OFSTED)",Non Ministerial Department,FULL,Retain,Yes,"The Office for Standards in Education, Childrens Services and Skills reports directly to Parliament and we are independent and impartial. OFSTED inspect and regulate services which care for children and young people, and those providing education and skills for learners of all ages.",Established 1992.,"Ofsted, Piccadilly Gate, Store Street, Manchester, M1 2WD",0300 1231231,enquiries@ofsted.gov.uk,http://www.ofsted.gov.uk/,Baroness Sally Morgan ,"£70,200",Sir Michael Wilshaw,"£195,000-£200,000",Yes,Yes,Yes,PHSO,2013-14,2013,"£156,605,000","£170,499,000",1227,NAO,Yes,Non-Ministerial,Paid ,0,1,0,8,8 Paid ,6,2,0,1
1,Office of Fair Trading (OFT),Office of Fair Trading (OFT),Non Ministerial Department,FULL,Merge,Yes,"Promotes and protects consumer interests throughout the UK, while ensuring that businesses are fair and competitive. Its aim is to make markets work well for consumers.",Established 1973. Independent Audit Committee with NAO attendance.,"Fleetbank House, 2-6 Salisbury Square, EC4Y 8JX",020 7211 8000,enquiries@oft.gsi.gov.uk,http://oft.gov.uk/,Philip Collins,"£175,000-£180,000",Vivienne Dews,"£95,000-£100,000",No,Yes,Yes,PHSO,2013-14,-,"£71,167,000","£66,031,000",641,Independent Audit Committee with NAO attendance,Yes,Ministerial,Paid,1,0,0,5 Ministerial,Paid,5,0,0,1
1,Office of Gas and Electricity Markets (Ofgem),Office of Gas and Electricity Markets (Ofgem),Non Ministerial Department,FULL,Retain,Yes,Ofgem regulates the gas and electricity markets in Great Britain. Ofgem's priority is to make a positive difference for energy consumers.,-,"9 Millbank, London, SW1P 3GE",020 7901 7000,consumeraffairs@ofgem.gov.uk,https://www.ofgem.gov.uk/,David Gray,"£160,000-£165,000",Dermot Nolan,"£190,000-£195,000",No,Yes,Yes,PHSO,2013-14,2011,"£700,000","£90,022,000",834,NAO,Yes,Ministerial,Paid,1,0,0,9 Ministerial,Paid,8,1,0,1
1,Office of Qualifications and Examinations Regulation (OFQUAL),Office of Qualifications and Examinations Regulation (OFQUAL),Non Ministerial Department,FULL,-,Yes,"Ofqual is the regulator of qualifications, examinations and assessments in England and of vocational qualifications in Northern Ireland. Ofqual ensures that learners get the results they deserve and that the qualifications they receive count, both now and in the future.","Established in April 2010 under the Apprenticeships, Skills, Children and Learning Act 2009.","Spring Place, Coventry Business Park, Herald Avenue, Coventry,  CV5 6UB",0300 303 3346,info@ofqual.gov.uk,http://ofqual.gov.uk/,Amanda Spielman,"£35,000-£40,000",Glenys Stacey,"£140,000-£145,000",No,Yes,Yes,PHSO,2013-14,-,"£18,554,000","£18,788,000",191,NAO,Yes,Ministerial,Paid,0,1,0,Ministerial,Paid,9,3,0,1
1,Office of Rail Regulation,Office of Rail Regulation,Non Ministerial Department,FULL,Retain,Yes,"As the railway industrys independent health and safety and economic regulator, the Offices principal functions are to: ensure that Network Rail manages the national network efficiently and in a way that meets the needs of its users; encourage continuous health and safety performance; secure compliance with relevant health and safety law, including taking enforcement action as necessary; develop policy and enhances relevant railway health and safety legislation; and licence operators of railway assets, setting the terms for access by operators to the network and other railway facilities; enforce competition law in the rail sector; investigate when passengers say their complaints have not been dealt with properly by the train companies; and look after the rights of disabled passengers.",-,"One Kemble Street, London, WC2B 4AN",020 7282 2000,contact.cct@orr.gsi.gov.uk,http://orr.gov.uk/,Anna Walker,"£120,000",Richard Price,"£141,000",No,Yes,Yes,Parliamentary,2013-14,2012,"£3,000","£28,787,000",265,NAO,Yes,Ministerial,Paid,0,1,0,Ministerial,Paid,7,2,0,1
1,Office of Water Services (Ofwat),Office of Water Services (Ofwat),Non Ministerial Department,FULL,-,Yes,Ofwat ensures that the water and sewerage companies in England and Wales carry out their functions and can finance them. Ofwat limits the prices that these companies can charge and monitors the levels of service that they provide to their customers.,-,"Centre City Tower, 7 Hill Street, Birmingham, B5 4UA",0121 644 7500,mailbox@ofwat.gsi.gov.uk,http://www.ofwat.gov.uk/,Jonson Cox,"£120,000",Cathryn Ross,"£155,000",No,Yes,Yes,PHSO,2013-14,2011,£0,"£31,900,000",192,NAO,Yes,Ministerial ,Paid,1,0,0,Ministerial ,Paid,6,5,-,1
1,Ordnance Survey,Ordnance Survey,Non Ministerial Department,FULL,-,No,"Ordnance Survey is Britains national mapping agency. It carries out the official surveying of Great Britain, providing the most accurate and up-to-date geographic data, relied on by government, business and individuals.",Established 1791.  Ordnance Survey is also an Executive Agency/Public Corporation/Trading Fund.  Chair remuneration is based on 4-5 days per month.  Expenditure information shown represents operating costs.,"Adanac Drive, Southampton, SO16 0AS",3456050505,customerservices@ordnancesurvey.co.uk,http://www.ordnancesurvey.co.uk,Sir Rob Margetts CBE,"£55,000",Vacant-Interim CEO Neil Ackroyd ,"£190,000-£195,000",No,No,Yes,Office for Public Sector Information,2013-14,-,£0,"£115,818,000","1,190",Deloitte / NAO,No,Ministerial ,Paid,1,0,0,Non-Ministerial ,Paid,-,-,-,1
1,Public Works Loan Board,Public Works Loan Board,Non Ministerial Department,FULL,-,No,"The Public Works Loan Board (PWLB) lends money from the National Loans Fund to local authorities in England, Scotland and Wales and collects the associated repayments. ","Dates in its present form from 1875. Up to twelve Commissioners are appointed by the Crown to serve for individual terms of four years. The PWLBs functions are entirely carried out by, and incorporated into, the UK Debt Management Office (DMO) through the nomination of DMO staff to the statutory executive roles of the public body. The activities of PWLB are allocated across the UK DMOs organisational structure and carried out by its civil servants.","UK Debt Management Office, Eastcheap Court, 11 Philpot Lane, London, EC3M 8UD",020 7862 6610,pwlb@dmo.gsi.gov.uk,http://www.dmo.gov.uk/index.aspx?page=PWLB/Introduction,Vacant ,-,Mark Frankel (Secretary),Civil Servant,No,No,Yes,-,2013-14,-,-,-,-,NAO,No,Non-Ministerial,Unpaid,0,0,0,9 Non Ministerial,Unpaid,6,3,0,1
1,Boundary Commission for Scotland,Scotland Office,Advisory NDPB,FULL,-,No,To keep under review the boundaries of Parliamentary Constituencies in Scotland and the boundaries of the constituencies of the Scottish Parliament.,"Established 1944. The Chair is the Speaker of the House of Commons, but by convention he or she does not participate in the Commissions work. The Deputy Chair leads the Commission's work.","Thistle House, 91 Haymarket Terrace, Edinburgh, EH12 5HD",0131 538 7510,bcs@scottishboundaries.gov.uk,http://www.bcomm-scotland.independent.gov.uk/,Lord Woolman (Deputy),£0,Hugh Buchanan,Civil Servant,No,Yes,Yes,PHSO,2013-14,1996,"£132,064","£132,064",3,-,Yes,Non-Ministerial,Unpaid,1,0,0,2 Ministerial,Unpaid,1,1,0,1
1,Serious Fraud Office,Serious Fraud Office,Non Ministerial Department,FULL,-,No,"The Serious Fraud Office (SFO) is a non-Ministerial government department. Its role is to investigate and prosecute cases of serious or complex fraud in England, Wales and Northern Ireland and overseas bribery and corruption with a UK connection. Since the introduction of the 2010 Bribery Act, its role has expanded to include domestic corruption as well. The SFO is headed by the Director, David Green CB QC, who acts under the superintendence of the Attorney General.",The Serious Fraud Office (SFO) was established by the Criminal Justice Act 1987. The Director of the Serious Fraud Office is an executive position. The position of  Chair of the Board and Chief Executive are held by the same person so the Chair information has been left blank with only the Chief Executive information listed. ,"2-4 Cockspur Street, London, SW1Y 5BS",020 7239 7000,public.enquiries@sfo.gsi.gov.uk,http://www.sfo.gov.uk/,-,-,David Green CB QC,"£170,000 - £175,000",No,No,Yes,-,2013-14,-,"£57,047,000","£52,674,000",305,NAO,No,Ministerial ,Paid ,1,0,0,Non-Ministerial ,Paid,3,0,0,1
